,,,
MV,"TUM, Garching, Geb. 5532, StudiTUM",Lichtenbergstraße 3,Garching
MW,"TUM, Geb. 5250, RCM-Flachbau",Walther-Meißner-Straße 3,85748 Garching
MX,SAP Campus West,,Garching
MZ,"TUM, Geb. 5998, Tentomax Garching EI (Prüfungszelt)",Hans-Piloty-Str. 5,85748 Garching
N,"LMU, Tierärztliche Fakultät und Nano Institut, Schwabing",,
NA,"LMU, Geb. C (früher 0802), Anatomie",Veterinärstraße 13,80539 München
NB,"LMU, Geb. J (früher 0828), Chirurgie der Schweine",Königinstr.18,80539 München
NC,"LMU, Geb. G (früher 0824), Chirurgie",Königinstr. 14,80539 München
ND,"LMU, Geb. N (früher 0825), Chirurgie",Königinstr. 14,80539 München
NF,"LMU, Geb. P (früher 0823), Gynäkologie",Königinstr. 12,80539 München
NG,"LMU, Geb. E/F (früher 0820/0822) , Gynäkologie",Königinstr. 12,80539 München
NH,"LMU, Geb. R (früher 0840), Hygiene",Veterinärstraße 13,80539 München
NK,"LMU, Geb. 0310, Zoologie Fischkrankheiten",Kaulbachstr. 37,80539 München
NL,"LMU, Geb. L (früher 0827) Pharmazie",Königinstr.16,80539 München
NM,"LMU, Geb. S (früher 0850), Mikrobiologie+Pathologie",Veterinärstraße 13,80539 München
NN,"LMU, Geb. T (früher 0851), Mikrobiologie",Veterinärstraße 13,80539 München
NO,"LMU, Geb. Q (früher 0835), Rechnerbetriebsgruppe",Königinstr. 16,80539 München
NP,"LMU, Geb. H (früher 0826), Pharmazie",Königinstr. 16,80539 München
NQ,"LMU, Geb. K (früher 0830), Pharmazie",Königinstr. 16,80539 München
NS,"LMU, Geb. V (früher 0860), Stallung",Veterinärstr. 13,80539 München
NT,"LMU, Geb. B (früher 0801), Tierzucht",Königinstr. 8,80539 München
NY,"LMU, Geb. A (früher 0800), Physiologie",Veterinärstr. 13,80539 München
NZ,"LMU, Neubau Nano-Institut",Königinstr. 10,80539 München
O,"LMU, Oettingenstraße 67",,
OE,"LMU, Gebäudeteil F (früher E)",Oettingenstraße 67,80538 München
OG,"LMU, Gebäudeteil H (früher G)",Oettingenstraße 67,80538 München
OK,"LMU, Baracke auf Parkplatz",Oettingenstraße 67,80538 München
OZ,"LMU Oettingenstr. 67, Hauptgebäude",Oettingenstraße 67,80538 München
P,Campus Weihenstephan 1,,
P0,Wohnheim Giggenhauserstraße (Weihenstephan II),Giggenhauser Str. 25,85354 Freising
P1,Wohnheim Giggenhauserstraße (Weihenstephan IV),Giggenhauser Straße 27-33,85354 Freising
P2,"TUM, Geb. 4323, Kfz-Mechanikwerkstatt",Lange Point 24,85354 Freising
P3,"FHG/IVV, Fraunhofer Gesellschaft",Giggenhauser Str. 35,85354 Freising
P4,"TUM, Geb. 4218, Zierpflanzenbau, Botanik, Mikrobiologie",Emil-Ramann-Str. 4,85354 Freising
P5,"TUM, Geb. 4153, Teilverwaltung TUM (früheres Verwaltungsgebäude der Molkerei)",Weihenstephaner Berg 13,85354 Freising
P6,"TUM, Geb. 4307, Tierernährung Versuchsanlage",Liesel-Beckmann-Straße 6,85354 Freising
P7,Bayerische Staatsbrauerei Weihenstephan,Alte Akademie 2,85354 Freising
P8,SWH Vöttinger Straße (Weihenstephan I),Vöttinger Str. 49,85354 Freising
P9,"TUM, Geb. 4317, Neubau Tierwissenschaften",Liesel-Beckmann-Straße  1,85354 Freising
PA,"TUM, Geb. 4378, Heizhaus",Am Staudenkarten 10,85354 Freising
PB,"HSWT, Geb. 4375, SVA Lehrstuhl für Bodenkunde und Pflanzen",Am Staudengarten 14,85354 Freising
PC,"HSWT, Geb. 4376, SVA Lehrstuhl für Obstbau und Baumschulung",Am Staudengarten 12,85354 Freising
PD,"TUM, Geb. XXX, Forschungszentrums für integrierte Infektionsprävention (ZIP)",Liesel-Beckmann-Straße XX,85354 Freising
PE,"HSWT, Geb. 4383, Fachbereich Gartenbau, Technische Landwirtschaft",Lange Point 2,85354 Freising
PF,"HSWT, Geb. 4379, SVA Lehrstuhl für Zierpflanzenbau",Am Staudengarten 8,85354 Freising
PG,"TUM, Geb. 4213, Lebensmitteltechnikum",Maximus-von-Imhof-Forum 2,85354 Freising
PH,"HSWT, Geb. 4372, Hörsäle L - P, Staatliche Versuchsanstalt, Lehrstuhl für Obstverwertung",Am Staudengarten 11,85354 Freising
PI,"TUM, Geb. 4306, Tierernährung - Hauptgebäude",Liesel-Beckmann-Straße  6,85354 Freising
PJ,"HSWT, Geb. 4373, Hörsäle Lange Point, SVA Info-Stelle",Am Staudengarten 9,85354 Freising
PK,"HSWT, Geb. 4374, Hörsaal L-P, SVA Institut für Gemüsebau, Stauden und Gehölze",Am Staudengarten 7,85354 Freising
PL,"HSWT, Geb. 4386, Blumenschule",Am Staudengarten 6,85354 Freising
PM,"TUM, Geb. 4304, Pflanzenbau",Lange Point 51,85354 Freising
PN,"HSWT, Geb. 4377",Am Staudengarten 10,85354 Freising
PO,"TUM, Geb. 4308, Tierernährung-Institutsgebäude",Liesel-Beckmann-Straße 4/Steinbreite,85350 Freising
PP,"TUM, Geb. 4309, Wirtschaftslehre des Gartenbaus",Blumenstr. 16,85354 Freising
PQ,"TUM, Geb. 4313, Zierpflanzenbau",Blumenstr. 12,85354 Freising
PR,"HSWT, Geb. 4179 (C4), Pappelallee",Weihenstephaner Berg 5,85354 Freising
PS,"TUM, Geb. 4311, Zierpflanzenbau",Blumenstr. 16,85354 Freising
PT,"TUM, Geb. 4108",Alte Akademie 10,85354 Freising
PU,HSWT Geb. 4123 (von HSWT freigegeben),Weihenstephaner Berg 4,
PV,"HSWT, Geb. 4171, Alte Baumschule (A10)",Weihenstephaner Fußweg 17,85354 Freising
PW,"HSWT, Geb. 4173, Institutsgebäude (A4)",Weihenstephaner Fußweg 1,85354 Freising
PX,"HSWT, Geb. 4174, Bibliothek (A8)",Weihenstephaner Fußweg 1,85354 Freising
PY,Wohnheim Lange Point (Weihenstephan III),Lange Point 1-35,85354 Freising
PZ,"TUM, Geb. 4223, Anbau an Geb. 4219, Genetik",Emil-Ramann-Str. 8,85350 Freising
Q,Campus  Weihenstephan 2,,
Q0,"TUM, Geb. 4219, Landpflege und Botanik",Emil-Ramann-Str. 6,85354 Freising
Q1,"TUM, Geb. 4221, Telefonzentrale",Emil-Erlenmeyer-Forum 7,85354 Freising
Q2,"TUM, Geb. 4277, Forstwissenschaft, FVA - Forstwissenschaftliche Versuchsanstalt",Hans-Carl-von-Carlowitz-Platz 2,85354 Freising
Q3,"TUM, Geb. 4238, Werksfeuerwehr",Emil-Erlenmeyer-Forum 2,85354 Freising
Q4,"TUM, Geb. 4106, Wirtschaftslehre des Landbaus",Alte Akademie 14,85354 Freising
Q5,"TUM, Geb. 4107, Ernährungslehre",Alte Akademie 16,85354 Freising
Q6,"Dienstleister / Eltern-Kind, Geb. 4254",Emil-Erlenmeyer-Forum 6,85354 Freising
Q7,"HSWT, Geb. 4176, Lehrgebäude (A1)",Weihenstephaner Fußweg,85354 Freising
Q8,"TUM, Geb. 4212, Physik, Chemie, Zentrallaboratorium",Emil-Erlenmeyer-Forum 5,85354 Freising
Q9,"HSWT, Geb. 4125, Löwentorgebäude (A3)",Weihenstephaner Fußweg,85354 Freising
QA,"TUM, Geb. 4124, FML neu - Zentrum für Milch- und Lebensmittel",Weihenstephaner Berg 3,85354 Freising
QB,"TUM, Geb. 4130, ehemalige Datenverarbeitung",Weihenstephaner Berg,85354 Freising
QC,"TUM, Geb. 4117, Grünlandlehre",Weihenstephaner Steig 19b,85354 Freising
QD,"TUM, Geb. 4109, Studierendenservice, LS f. Lebensmittelverpackungstechnik",Weihenstephaner Steig 22,85354 Freising
QE,"TUM, Geb. 4101",Alte Akademie 3,85354 Freising
QF,"HSWT, Geb. 4172, Stammgebäude (A5), Verwaltung (A6) und Salettl (A7)",Weihenstephaner Fußweg 1,85354 Freising
QG,"TUM, Geb. 4102, Bibliothek und Dekanatsgebäude",Alte Akademie 8,85354 Freising
QH,"TUM, Geb. 4105, Ökologischer Landbau, Grünlandlehre",Alte Akademie 12,85354 Freising
QI,"TUM, Geb. 4214, Zentrales Hörsaalgebäude",Maximus-von-Imhof-Forum 6,85354 Freising
QJ,"HSWT, Geb. 4276, Wald und Forstwirtschaft",Hans-Carl-von-Carlowitz-Platz 3,85354 Freising
QK,"TUM, Geb. 4210  Landtechnik",Am Staudengarten 2,85354 Freising
QL,"TUM, Geb. 4215, Zentrales Praktikagebäude",Maximus-von-Imhof-Forum 4,85354 Freising
QM,"TUM, Geb. 4110, Brauerei I",Weihenstephaner Steig 20,85354 Freising
QN,"TUM, Geb. 4119 / 4120",Hohenbachernstr.   15 und 17,85354 Freising
QO,"TUM, Geb. 4126, Lebensmittelverfahrenstechnik",Weihenstephaner Berg 1,85354 Freising
QP,"TUM, Geb. 4114, Betriebshof",Weihenstephaner Steig 14,85354 Freising
QQ,"TUM, Geb. 4115, Senger - Wohnhaus",Weihenstephaner Steig 19,85354 Freising
QR,"HSWT, Geb. 4178, Kleine Kustermannhalle (A9)",Am Hofgarten 4,85354 Freising
QS,"TUM, Geb. 4226, Internationales Getränkewissenschaftliches Zentrum (iGZW)",Gregor-Mendel-Str. 4,85354 Freising
QT,"TUM, Geb. 4217, Bodenkunde",Emil-Ramann-Str. 2,85354 Freising
QU,"TUM, Geb. 4113, StudiTUM Weihenstephan (ehemalige Schnapsbrennerei)",Weihenstephaner Steig 16,85354 Freising
QV,"TUM, Geb. 4116, Kinderkrippe ""Kindervilla""",Weihenstephaner Steig 17,85354 Freising
QW,"TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1",Am Staudengarten 1,85354 Freising
QX,"TUM, Server Gebäuder WZW (Neubau)",Gregor-Mendel-Straße,85354 Freising
QY,"TUM, Geb. 4220, Bibliothek Neubau",Maximus-von-Imhof-Forum 3,85354 Freising
QZ,"TUM, Geb. 4216, Mensa",Maximus-von-Imhof-Forum 5,85354 Freising
R,Hochschule München,,
RA,"HM, Gebäude A",Lothstr. 34,80335 München
RB,"HM, Gebäude B",Dachauerstr. 98b,80335 München
RC,"HM, Gebäude C",Loristr. 19,80335 München
RD,"HM, Gebäude D",Ferdinand Miller Platz,80335 München
RE,"HM, Gebäude E",Dachauerstr. 98b,80335 München
RF,"HM, Gebäude F",Karlstr. 6,80333 München
RG,"HM, Gebäude G",Lothstr. 34,80335 München
RH,"HM, Gebäude H",Lothstr. 13d,80335 München
RI,"HM, Erweiterungsbau Bibliothek",Lazarettstr. 62,80636 München
RK,"HM, Gebäude K, Altbau",Am Stadtpark 20,81243 München
RL,"HM, Gebäude L, Pasing, Neubau",Am Stadtpark 20,81243 München
RM,"HM, Gebäude M",Infanteriestr. 14,80797 München
RN,"HM, Gebäude N",Infanteriestr. 13,80797 München
RR,"HM, Gebäude R1, R2, R3",Heßstraße 89 / Lothstr. 64,80335 München
RS,"HM, Gebäude S",Schachenmeierstr. 35,80636 München
RT,"HM, Gebäude T, Neubau",Dachauer Str. 100a,80335 München
RV,Bayerisches Staatsinstitut für Hochschulforschung und Hochschulplanung (IHF),Lazarettstraße 67,80636 München
RW,"HM, Gebäude W",Lothstr. 21,80335 München
RX,"HM, Geb.2201/2202, Vorder und Rückgebäude",Lothstr. 17,80335 München
RY,"HM, Gebäude Y",Clemensstr. 33,80803 München
RZ,"HM, Gebäude Z, Kita Herzerl",Lazarettstr. 60/62,80803 München
S,"LMU, östlich Ludwigstr., nördlich Adalbertstr.",,
SA,"LMU, Bauamt",Ludwigstr. 18,80539 München
SB,Staatsbibliothek,Ludwigstr.16,80539 München
SC,"LMU, Schackstr. 4",Schackstr. 4,80539 München
SD,"LMU, Ludwigstr. 14",Ludwigstr. 14,80539 München
SE,"Hochschule für Philosophie (Medienethik, Philosophie und Leadership)",Kaulbachstraße 22a,80539 München
SF,"LMU, Vestibülbau",Ludwigstr./Prof.-Huber-Pl. 2,80539 München
SG,LMU Giselastraße 10,Giselastraße 10,80802 München
SH,"LMU, Seestraße 13",Seestraße 13,80802 München
SI,"Wohnheim Kaulbachstraße, Marie-Antonie Haus",Kaulbachstraße 49,80539 München
SJ,"LMU, Juristisches Seminargebäude",Prof-Huber-Platz 2,80539 München
SK,"LMU, Geb. 0407, Rückgebäude",Ludwigstr. 28,80539 München
SL,"LMU, Geb. 0410, Vordergebäude",Ludwigstr. 28,80539 München
SM,LMU Martiusstr. 4,Martiusstr. 4,80802 München
SN,Wohnheim Georgianum,Prof.-Huber-Pl. 1,80539 München
SO,"LMU, Ostasieninstitut",Kaulbachstr. 53,80539 München
SP,Historisches Kolleg,Kaulbachstr. 15,80539 München
SQ,"LMU, Kaulbachstr. 45",Kaulbachstr. 45,80539 München
SR,SWH Newman-Haus,Kaulbachstr. 27-29,80539 München
ST,"LMU, (DAF, MCG) Schönfeldstr. 13",Schönfeldstr. 13,80539 München
SU,"LMU, Jura, Veterinärstr. 1",Veterinärstr. 1,80539 München
SV,"LMU, Jura, Veterinärstr. 5",Veterinärstr. 5,80539 München
SW,Johannes-Hanselmann-Haus,Kaulbachstr. 25,80539 München
SX,Bayerische Staatsbibliothek,Kaulbachstr. 19,80539 München
SY,"Hochschule für Philosophie, Institut für Gesellschaftspolitik",Kaulbachstr. 31,80539 München
T,"LMU, Innenstadtkliniken",,
TA,"LMU, Augenklinik",Mathildenstraße 8,80336 München
TB,"LMU, Zahnklinik",Goethestr. 68,80336 München
TC,"LMU, Chirurgische Klinik",Nussbaumstraße 20,80336 München
TD,"LMU, Frauenlobstraße 7a",Frauenlobstraße 7a,80337 München
TE,"LMU, Schillerstr. 42-46",Schillerstr. 42-46,München
TF,"LMU, Innenstadtkliniken, Bavariaring 19",Bavariaring 19,80336 München
TG,"LMU, Gebäudekomplex Bereich Physiologie",Goethestr. 33,80336 München
TH,"LMU, Medizinische Lesehalle",Beethovenplatz 1,80336 München
TL,"LMU, Gebäudekomplex Nervenklinik",Nußbaumstraße 7,80336 München
TM,"LMU, Frauenklinik",Maistraße 11,80337 München
TP,"LMU, Kreislaufprophylaxe + Bauamt",Pettenkoferstraße 9,80336 München
TQ,"LMU, Theoretische Institute, Pettenkoferstraße 12",Pettenkoferstraße 12,80336 München
TR,"LMU, Theoretische Institute, Pettenkoferstraße 14",Pettenkoferstraße 14,80336 München
TS,"LMU, Rechtsmedizin",Nußbaumstraße 26,80336 München
TW,"LMU Klinikum, Campus Innenstadt",Lindwurmstraße 2a,80337 München
TZ,"LMU, Klinikum,  Ziemssenstraße 1",Ziemssenstraße 1,80336 München
U,Wissenschaftszentrum Straubing  (TUM+HSWT),,
U0,"TUM, Geb 76B/76C, für Luftfahrt, Raumfahrt und Geodäsie, Ludwig-Bölkow-Campus",Willy-Messerschmidt-Str. 1,82024 Taufkirchen
U1,"TUM, Algentechnikum, Geb. 78, Ludwig-Bölkow-Campus",Willy-Messerschmidt-Str. 1,85521 Ottobrunn
U2,"TUM, Geb. 90B,  Lehrstuhl LCC, Ludwig-Bölkow-Campus",Willy-Messerschmidt-Str. 1,85521 Ottobrunn
U3,"TUM, Geb. 91.12, Lehrstuhl LCC, Ludwig-Bölkow-Campus 	Lageplan",Willy-Messerschmidt-Str. 1,85521 Ottobrunn
U4,"TUM, Geb. 9377,  Fakultät für Luftfahrt, Raumfahrt und Geodäsie","Lise-Meitner-Str. 9, 9a",85521 Ottobrunn
U5,"TUM, Airbus Geb. 5.1",Robert-Koch-Straße 1,82024 Taufkirchen
U6,"TUM, Geb. 9378, Fakultät für Luftfahrt, Raumfahrt und Geodäsie (Panasonic Gebäude)",Caroline-Herschel-Straße 100,85521 Ottobrunn
U7,"TUM, Geb. 9379, LRG, 10.1A, 10.1B, 10.2",Lise-Meitner-Straße 8,85521 Ottobrunn
UA,"TUM/WZS, Geb. 3501, Straubing Neubau CS",Schulgasse 16,94315 Straubing
UB,"WZS, Kompetenzzentrum Nachwachsende Rohstoffe",Schulgasse 18,94315 Straubing
UC,"TUM/WZS, Geb. 2927, Straubing Klostertrakte",Petersgasse 18,94315 Straubing
UD,"TUM/WZS, Straubing Fraunhofer Institut Projektgruppe (IGB) BioCat",Schulgasse 11a,94315 Straubing
UE,"TUM/WZS, Geb. 3502, ehemalige VHS",Schulgasse 22,94315 Straubing
UF,"TUM/WZS, Geb. 3503, ehem. Jugendamt",Petersgasse 5,94315 Straubing
UG,"TUM/WZS, Geb. 3515, Am Essigberg",Am Essigberg 3,94315 Straubing
UH,"TUM/WZS, Geb. 3505, Hörsaal und Forschungsgebäude für nachhaltige Chemie",Uferstraße 53,94315 Straubing
UI,"TUM/WZS, Geb. 3504, Interimsgebäude",Schulgasse 22 a,94315 Straubing
UJ,Stadtbibliothek im Salzstadel,Rentamtsberg 1,94315 Straubing
V,"LMU, Oberschleißheim",,
VA,"LMU, Tiermedizin, Klinik für Pferde",Sonnenstraße 14,85764 Oberschleißheim
VB,"LMU, VetMed, Bibliothek",Sonnenstraße 20,85764 Oberschleißheim
VC,"LMU Oberschleißheim Container , Geb. 4924",Schönleutnerstr. 8,85764 Oberschleißheim
VD,"LMU, VetMed, Department 1",Sonnenstraße 22,85764 Oberschleißheim
VE,"LMU, VetMed, Anatomie/Pathologie",Sonnenstraße 30,85764 Oberschleißheim
VH,"LMU, Versuchsgut St. Hubertus",St.-Hubertus-Str. 12,85764 Oberschleißheim
VI,"LMU, Institut für Infektionsmedizin und Zoonosen (Mikrobiologie I)",Sonnenstraße 24,85764 Oberschleißheim
VJ,"LMU, Instituts für Infektionsmedizin und Zoonosen (Mikrobiologie II)",Sonnenstraße 26,85764 Oberschleißheim
VK,"LMU, VetMed, Kleintierklinik",Sonnenstraße 12,85764 Oberschleißheim
VM,"LMU, Moorversuchsgut Badersfeld",Hackerstr. 27,85764 Oberschleißheim
VP,"LMU, Reptilienklinik Oberscheißheim, Geb. 4052",Sonnenstraße 18,85764 Oberschleißheim
VR,"LMU, Klauentierklinik, Geb. 4070",Sonnenstraße 16,85764 Oberschleißheim
VS,"LMU, Schleicherbau, Geb. 4925",Schönleutnerstr. 8,85764 Oberschleißheim
VV,"LMU, Geflügelkrankheiten (Vogelklinik), Geb. 4050",Sonnenstraße 18,85764 Oberschleißheim
VW,Wohnheim Oberschleißheim,Am Schäferanger 9-15,85764 Oberschleißheim
VY,"LMU, VetMed, Zentrale Einrichtungen 2",Sonnenstraße 28,85764 Oberschleißheim
VZ,"LMU, Tiermedizin, Geb. 4057D, Zentrale Einrichtungen",Sonnenstraße 16A,85764 Oberschleißheim
W,Garchinger Hochschulgelände 2,,
W0,"TUM, Geb. 5500 (Bauteil 0 ~5510), Maschinenwesen",Boltzmannstraße 15,85748 Garching
W1,"TUM, Geb. 5500 (Bauteil 1 ~5501), Maschinenwesen",Boltzmannstraße 15,85748 Garching
W2,"TUM, Geb. 5500 (Bauteil 2 ~5502), Maschinenwesen",Boltzmannstraße 15,85748 Garching
W3,"TUM, Geb. 5500 (Bauteil 3 ~5503), Maschinenwesen",Boltzmannstraße 15,85748 Garching
W4,"TUM, Geb. 5500 (Bauteil 4 ~5504), Maschinenwesen",Boltzmannstraße 15,85748 Garching
W5,"TUM, Geb. 5500 (Bauteil 5 ~5505), Maschinenwesen",Boltzmannstraße 15,85748 Garching
W6,"TUM, Geb. 5500 (Bauteil 6 ~5506), Maschinenwesen",Boltzmannstraße 15,85748 Garching
W7,"TUM, Geb. 5500 (Bauteil 7 ~5507), Maschinenwesen",Boltzmannstraße 15,85748 Garching
W8,"TUM, Geb. 5500 (Bauteil 8 ~5508), Maschinenwesen",Boltzmannstraße 15,85748 Garching
W9,"TUM, Geb. 5500 (Bauteil 9 ~5509), Maschinenwesen",Boltzmannstraße 15,85748 Garching
WA,"TUM, Geb. 5222, FRM II, Zugangshalle",Lichtenbergstr. 1,85747 Garching
WB,"TUM, Geb. 5220, FRM II, Neutronenleiterhalle",Lichtenbergstr. 1,85747 Garching
WC,"LRZ, Institutsgebäude 2",Boltzmannstraße 1,85748 Garching
WD,Studentenhaus DOMINO,Untere Straßäcker 21,85748 Garching
WE,"Geb. 7901, Speicherbibliothek der Bayerischen Staatsbibliothek",Römerhofweg 66,85748 Garching
WF,Schotterparkplatz Garching,Ludwig-Prandtl-Straße,85748 Garching
WG,"GATE, Gründerzentrum",Lichtenbergstr. 8,85748 Garching
WH,Hochschulhaus Garching,Enzianstraße 5+7,85748 Garching
WI,"TUM, Geb. 5600-5613, Informatik / Mathematik",Boltzmannstr. 3,85748 Garching
WJ,GALILEO,Boltzmannstraße 30 / Walther-von-Dyck-Straße 2 - 16,85748 Garching
WK,"TUM, Exzellenz-Cluster Universe (ehem. ITER-Gebäude)",Boltzmannstr. 2,85748 Garching
WL,"LRZ, Institutstrakt",Boltzmannstraße 1,85748 Garching
WM,"TUM, Tentomax Garching MW (Vorlesungszelt)",Boltzmannstr. 15,85748 Garching
WN,"TUM, Geb. 5131, FRM-Poststelle",Boltzmannstr. 10b,85748 Garching
WO,"TUM, Geb. 8101, Business Campus Garching I",Parkring 11 - 13,85748 Garching
WP,"FHG, AISEC, Fraunhofer-Institut für Angewandte und Integrierte Sicherheit",Lichtenbergstraße 11,85748 Garching b. München
WQ,"TUM, Geb. 5301, IAS-Gebäude",Lichtenbergstr. 2a,85748 Garching
WR,"LRZ, Rechnerwürfel",Boltzmannstraße 1,85748 Garching
WS,"TUM, Geb. 5517, Halle 17, Maschinenwesen",Boltzmannstraße 15,85748 Garching
WT,"TUM, Geb. 5216, RCM-Dokumenten-Archiv",Walther-Meißner-Straße 3,85748 Garching
WU,Garching U-Bahnhof Forschungsgelände,Boltzmannstraße 4,85748 Garching
WV,"Campus Garching, GE Global Research, Newton-House",Freisinger Landstr. 50,85748 Garching
WW,"TUM, Geb. xxx, Center for Organoid Systems & Tissue Engineering (COS)",Bolzmannstraße 12,85748 Garching
WX,"TUM, Geb. 7910 - Oskar-von-Miller-Turm (Wetterturm)",Ludwig-Prandtl-Straße 1,85748 Garching
WY,"TUM, Geb. 5160, UCN-Testanlage (Tritron Hütte)",Am Coulombwall 6,85748 Garching
WZ,"LRZ, Hörsaaltrakt",Boltzmannstraße 1,85748 Garching
X,Kleinere Unterbezirke 1,,
X0,Studentenwohnheim Rosenheim 1 und 2,"Marienberger Straße 36-40, Westerndorfer Str. 47a-m",83024 Rosenheim
X1,Schülerforschungszentrum Berchtesgaden,Salzburger Straße 15,83471 Berchtesgaden
X2,"SWH, Studentenwohnheim Frauendorfer-Haus",Notburgastr. 19-23,80639 München
X3,"SMSB, Bayerisches Armeemuseum",Paradeplatz 4,Ingolstadt
X4,"SMSB, Neues Museum, Staatliches Museum für Kunst und Design Nürnberg",Luitpoldstraße 5,90402 Nürnberg
X5,"SMSB, Deutsches Theatermuseum",Galeriestr. 4a (Hofgartenarkaden),München
X6,"TUM, Geb. 3901-3902 & 3904 ,Wassersportzentrum",Unterer Seeweg 5,82319 Starnberg
X7,"SNSB, Dornach, Staatssammlung f. Anthropologie u. Paläoanatomie, Archiv",Margaretha-Ley-Ring 1,85609 Dornach
X8,"SMSB, Museum ""Fünf Kontinente""",Maximilianstr. 42,80538 München
X9,"TUM, Geb. 3100, Feldstation Mülverstedt - Projektbüro Hainich",Am Burghof 3,99947 Mülverstedt
XA,"TUM, Geb. 2903, TU-Verwaltung - Haus Soller",Augustenstraße 44 und 46,80333 München
XB,Erzbischöfliches Ordinariat München,Kapellenstraße 4,80333 München
XC,"TUM, Geb. 9001, Science & Study Centre, Kloster Raitenhaslach",Raitenhaslach 11,84489 Burghausen
XD,"Fortiss-Institut, UCC",Guerickestr. 25,80805 München
XE,"LMU, Universitätsarchiv + Physik",Edmund-Rumpler-Str. 9,80939 München
XF,Landesfachstelle für das öffentliche Bibliothekswesen,Praterstraße 16,90429 Nürnberg
XG,"HMTM, Gasteig, Hochschule für Musik und Theater",Rosenheimer Straße 5,81667 München
XH,TUM Forschungsstation Berchtesgaden,"Forstweg zur Roßfeldstraße, 47°38'40.9""N 13°05'21.0""E",83471 Berchtesgaden
XI,Teleworker Haimhausen,Ringstraße 9a,85778 Haimhausen
XJ,"SWH, Wohnheim Josef-Wirth-Weg 19",Josef-Wirth-Weg 19,80939 München
XK,MPG Halbleiterlabor,"Otto-Hahn-Ring 6, Geb. 72",81739 München
XL,HMTM Interimsquartier,Hans-Preißinger-Straße 8,81379 München
XM,"TUM, Geb. 9101, Geriatronik-Forschungszentrum",Bahnhofstr. 37,82467 Garmisch-Partenkirchen
XN,"LMU, Geophysik Außenstelle Unterlippach",Unterlippach 1,84095 Furth
XO,"SMSB, Porzellanikon, Staatl. Museum für Porzellan, Hohenberg",Schirndinger Str. 48,95691 Hohenberg an der Eger
XP,"LMU, Planegg",Fraunhoferstraße 12,Planegg
XQ,"SMSB, Porzellanikon, Staatliches Museum für Porzellan, Selb",Werner-Schürer-Platz 1,95100 Selb
XR,"LMU, Edmund-Rumpler-Str. 13",Edmund-Rumpler-Str. 13,80939 München
XS,"TUM/LMU, Schneefernerhaus Zugspitze",Zugspitze 5,82475 Schneefernerhaus
XT,Test Unterbezirk,,
XU,Wohnheim Oskar-von-Miller-Forum (Haus der Bay. Bauwirtschaft),"Amalienstr. 13, Oskar-von-Miller-Ring 25",80333 München
XV,Studentenwohnheim Unity Alpha/Beta,Josef-Wirth-Weg 21 / Freisinger Landstr. 86-90,80939 München
XW,MPI für Psychiatrie,Kraepelinstr. 10,80804 München
XX,"Ort unbekannt, bzw. LRZ ist nicht zuständig",None,None
XY,Heimarbeitsplätze der LRZ-Mitarbeiter,None,None
XZ,M-net Vermittlungsstelle,Brienner Str. 18,80333 München
Y,Kleinere Unterbezirke 2,,
Y0,Studentinnenheim Arme Schulschwestern Unterer Anger 17,Unterer Anger 17,80331 München
Y1,Wohnheim Ludwigskolleg,Guerickestr. 19,80805 München
Y2,"SMSB, Staatliches Textil- und Industriemuseum (TIM)",Provinostraße 46,86153 Augsburg
Y3,"SMSB, Sammlung Goetz",Oberföhringer Str. 107,81925 München
Y4,"IFP, Staatsinstitut für Frühpädagogik",Köferinger Straße 1,92224 Amberg
Y5,"SMSB, Museum für Franken",Festung Marienberg,97082 Würzburg
Y6,"SMSB, Glasmuseum Frauenau",Am Museumpark 1,94258 Frauenau
Y7,Wohnheim Schwere-Reiter-Straße,Schwere-Reiter-Str. 35,80797 München
Y8,St-Albertus-Magnus-Haus,Avenariusstr. 15,81243 München
Y9,Studentinnenheim Arme Schulschwestern Unterer Anger 2,Unterer Anger 2,80331 München
YA,LMU Geisteswissenschaften,Schellingstr. 33,80799 München
YB,"LMU, Geb. 3102 / 3103, Botanik",Menzinger Str. 67,80638 München
YC,"TUM, Geb. 0602 / 0603, Klinikum Biederstein",Biedersteiner Straße 29,80802 München
YD,John-Mott-Haus,Theo-Prosel-Weg 16,80797 München
YE,BSB-Archiv Neufahrn,Ludwig-Erhard-Str. 2,85375 Neufahrn bei Freising
YF,BSB Landesfachstelle  für das öffentliche Bibliothekswesen Außenstelle Würzburg,Ludwigkai 4,97072 Würzburg
YG,"AFK, Rosenheimer Str. 145",Rosenheimer Str. 145,München
YH,Helmholtz Zentrum München,Ingolstädter Landstraße 1,85764 Neuherberg
YI,Nutzwasser Pavillon Schweinfurt,Schulgasse 13,97424 Schweinfurt
YJ,"ADBK, Akademie der Bildenden Künste",Akademiestr. 2,80799 München
YK,"BIOTOPIA, Maria-Ward-Str.1a",Maria-Ward-Str.1a,80638 München
YM,Stiftung für Arbeitsrecht (ZAAR),Destouchesstr. 68,München
YN,"TUM, Klinikum Schwabing",Kölner Platz 1,80804 München
YO,"TUM, Geb.3101-3121, Versuchsanstalt für Wasserbau Obernach",Obernach 15,82432 Walchensee (Obernach)
YP,ISB und  IFP,Schellingstr. 155,80797 München
