LMU, Fachbibliothek PhilologicumLudwigstr. 2580539 München;212;apa04-2gh;Online seit 2021-12-28 23:43;Alcatel-Lucent -> OAW-AP325;Gesamt:     (034 - 4 - 3 - 13.68)eduroam:    (027 - 2 - 1 - 10.99)lrz:  (003 - 1 - 1 - 1.05)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.65)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5500 (Bauteil 5 ~5505), MaschinenwesenBoltzmannstraße 1585748 Garching;3513, Elektroniklabor;apa04-3w5;Online seit 2022-01-18 08:18;Alcatel-Lucent -> OAW-AP135;Gesamt:     (017 - 3 - 3 - 5.50)eduroam:    (014 - 1 - 1 - 3.50)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0501 (Stammgelände)Arcisstraße 2180333 München;0128, EG, Geoinformatik, TUM Stammgelaende;apa07-0bb;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP135;Gesamt:     (009 - 3 - 3 - 3.57)eduroam:    (006 - 1 - 1 - 1.51)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.05)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5101, PhysikgebäudeJames-Franck-Straße 185748 Garching;2259, (EG), TUM-Physik-Departement;apa07-2at;Online seit 2022-01-28 18:23;Alcatel-Lucent -> OAW-AP135;Gesamt:     (025 - 5 - 3 - 5.90)eduroam:    (020 - 3 - 1 - 3.78)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.12)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5500 (Bauteil 1 ~5501), MaschinenwesenBoltzmannstraße 1585748 Garching;1161m, IWB, TUM Maschinenwesen;apa02-1w1;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP215;Gesamt:     (019 - 5 - 3 - 6.89)eduroam:    (008 - 1 - 1 - 2.42)lrz:  (003 - 1 - 1 - 1.06)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (008 - 3 - 1 - 3.40)Sonstige:  (000 - 0 - 0 - 0.00)
TUM/WZS, Geb. 3502, ehemalige VHSSchulgasse 2294315 Straubing;Raum 0.009;apa01-0ue;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP215;Gesamt:     (006 - 3 - 3 - 3.48)eduroam:    (003 - 1 - 1 - 1.47)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.01)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude GLothstr. 3480335 München;HM, Lothstr. 34, 1.OG, Raum G1.34;apa09-1rg;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (019 - 3 - 3 - 5.06)eduroam:    (010 - 1 - 1 - 2.56)lrz:  (004 - 1 - 1 - 1.25)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.25)Sonstige:  (000 - 0 - 0 - 0.00)
Wohnheim LudwigskollegGuerickestr. 1980805 München;C.202.T;apa11-2y1;Online seit 2022-01-18 08:28;Aruba -> AP-515;Gesamt:     (010 - 4 - 3 - 3.80)eduroam:    (006 - 2 - 1 - 1.74)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (003 - 1 - 1 - 1.06)
TUM, Geb. 4219, Landpflege und BotanikEmil-Ramann-Str. 685354 Freising ;O 10, Vorzimmer;apa05-1q0;Online seit 2022-02-01 11:23;Aruba -> AP-303H;Gesamt:     (006 - 3 - 3 - 3.22)eduroam:    (004 - 1 - 1 - 1.22)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0506 (Stammgelände-Theresianum)Arcisstraße 2180333 München;Hörsaal 1609, 1.OG, Theresianum, TUM Stammgelände;apa03-1bg;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (004 - 3 - 3 - 3.06)eduroam:    (002 - 1 - 1 - 1.06)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude L, Pasing, NeubauAm Stadtpark 2081243 München;L E0.07 Hörsaal;apa12-0rl;Online seit 2022-03-02 01:38;Aruba -> AP-515;Gesamt:     (021 - 3 - 3 - 6.67)eduroam:    (012 - 1 - 1 - 3.31)lrz:  (003 - 1 - 1 - 1.27)@BayernWLAN: (006 - 1 - 1 - 2.09)
LMU, FCP-A, Genzentrum, Molekularbiologie und BiochemieFeodor-Lynen-Str. 2581375 München;A1.58, 1.OG, LMU Grossh., Genzentrum;apa02-1ia;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP303h;Gesamt:     (012 - 3 - 3 - 3.91)eduroam:    (006 - 1 - 1 - 1.47)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.45)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 0020, Hauptgebäude/Kernbereich, Physik-Altbau, SalinenhofGeschwister-Scholl-Platz 180539 München;N006;apa03-0gk;Online seit 2022-01-18 08:18;Aruba -> AP-303H;Gesamt:     (013 - 3 - 3 - 4.76)eduroam:    (007 - 1 - 1 - 2.59)lrz:  (003 - 1 - 1 - 1.13)@BayernWLAN: (003 - 1 - 1 - 1.05)
LMU, Geb. 0040, PhilosophieLudwigstr. 2780539 München;GZ008;apa02-0gp;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (014 - 3 - 3 - 5.65)eduroam:    (008 - 1 - 1 - 2.93)lrz:  (002 - 1 - 1 - 1.18)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.54)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5301, IAS-GebäudeLichtenbergstr. 2a85748 Garching;Almuni-Raum, 4.OG, IAS-Geb., TUM Garching;apa01-4wq;Online seit 2022-01-28 18:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (003 - 3 - 3 - 3.00)eduroam:    (001 - 1 - 1 - 1.00)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude R1, R2, R3Heßstraße 89 / Lothstr. 6480335 München;Eingangshalle K42;apa46-0rr;Online seit 2022-03-02 01:38;Aruba -> AP-515;Gesamt:     (024 - 3 - 3 - 4.20)eduroam:    (019 - 1 - 1 - 1.81)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (004 - 1 - 1 - 1.39)
HM, Gebäude L, Pasing, NeubauAm Stadtpark 2081243 München;L O3.05 Hörsaal;apa10-3rl;Online seit 2022-02-12 01:43;Aruba -> AP-515;Gesamt:     (056 - 3 - 3 - 12.38)eduroam:    (030 - 1 - 1 - 5.51)lrz:  (005 - 1 - 1 - 1.63)@BayernWLAN: (021 - 1 - 1 - 5.23)
LMU, Block ATheresienstr. 3780333 München;A106, 1.OG, LMU Theresienstr. 37;apa03-1da;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP135;Gesamt:     (013 - 3 - 3 - 4.48)eduroam:    (009 - 1 - 1 - 2.43)lrz:  (002 - 1 - 1 - 1.01)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.04)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, PlaneggFraunhoferstraße 12Planegg;415, 4.OG, Fraunhoferstr. 12, LMU Planegg;apa02-4xp;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP325;Gesamt:     (003 - 3 - 3 - 3.00)eduroam:    (001 - 1 - 1 - 1.00)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
HMTM, Musikhochschule, Luisenstr. 37aLuisenstr. 37a80333 München;009;apa02-0fm;Online seit 2022-03-17 01:38;Alcatel-Lucent -> OAW-AP135;Gesamt:     (008 - 3 - 3 - 3.89)eduroam:    (006 - 1 - 1 - 1.89)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude K, AltbauAm Stadtpark 2081243 München;K O 1.08 Hoersaal;apa15-1rk;Online seit 2022-02-12 01:38;Aruba -> AP-325;Gesamt:     (070 - 3 - 3 - 14.35)eduroam:    (048 - 1 - 1 - 7.68)lrz:  (005 - 1 - 1 - 1.94)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (017 - 1 - 1 - 4.73)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 2910-2911, Brienner ForumRichard-Wagner-Straße 1 und 380333 München;H.103;apa05-1fd;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP325;Gesamt:     (021 - 4 - 3 - 7.27)eduroam:    (016 - 1 - 1 - 5.07)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 2 - 1 - 1.20)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0501 (Stammgelände)Arcisstraße 2180333 München;-1138, Büchermagazin;apa11-kbb;Online seit 2022-01-18 08:28;Aruba -> AP-303H;Gesamt:     (003 - 3 - 3 - 3.00)eduroam:    (001 - 1 - 1 - 1.00)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)
LMU, FCP-D, Anorganische ChemieButenandtstr. 5-1381377 München;D.2.063;apa05-2id;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP325;Gesamt:     (026 - 3 - 3 - 8.85)eduroam:    (021 - 1 - 1 - 6.57)lrz:  (002 - 1 - 1 - 1.08)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.20)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 4113, StudiTUM Weihenstephan (ehemalige Schnapsbrennerei)Weihenstephaner Steig 1685354 Freising;EG 07;apa06-0qu;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (006 - 2 - 2 - 3.32)eduroam:    (005 - 1 - 1 - 2.32)lrz:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)
TUM/WZS, Geb. 3505, Hörsaal und Forschungsgebäude für nachhaltige ChemieUferstraße 5394315 Straubing;00.510, Hörsaal;apa13-0uh;Online seit 2022-01-28 18:23;Aruba -> AP-515;Gesamt:     (006 - 2 - 2 - 3.19)eduroam:    (003 - 1 - 1 - 1.27)lrz:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.92)
HM, Gebäude R1, R2, R3Heßstraße 89 / Lothstr. 6480335 München;R.5.024, 5.OG, Hessstr., HM;apa02-5rr;Online seit 2022-03-17 01:38;Alcatel-Lucent -> OAW-AP303h;Gesamt:     (010 - 3 - 3 - 4.28)eduroam:    (007 - 1 - 1 - 2.23)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.05)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude CLoristr. 1980335 München;C 3.00 Dipl. Arbeitsraum;apa02-3rc;Online seit 2022-03-02 01:38;Aruba -> AP-325;Gesamt:     (048 - 3 - 3 - 8.77)eduroam:    (036 - 1 - 1 - 5.06)lrz:  (003 - 1 - 1 - 1.08)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (009 - 1 - 1 - 2.64)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 0000E, Hauptgebäude an der Amalienstraße (Amalientrakt)Geschwister-Scholl-Platz 180539 München;Hörsaal B101, vorne Südseite, 1.OG, LMU Stammgel.;apa09-1ge;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (010 - 3 - 3 - 4.61)eduroam:    (006 - 1 - 1 - 2.46)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.15)Sonstige:  (000 - 0 - 0 - 0.00)
GALILEOBoltzmannstraße 30 / Walther-von-Dyck-Straße 2 - 1685748 Garching ;5.8120.012, Großraumbüro;apa22-5wj;Online seit 2022-01-18 08:23;Aruba -> AP-515;Gesamt:     (004 - 2 - 1 - 1.57)eduroam:    (004 - 2 - 1 - 1.57)lrz:  (000 - 0 - 0 - 0.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (000 - 0 - 0 - 0.00)
LMU, SternwarteScheinerstraße 181679 München;013;apa01-0zj;Online seit 2021-10-06 23:58;Alcatel-Lucent -> OAW-AP215;Gesamt:     (014 - 3 - 3 - 5.06)eduroam:    (007 - 1 - 1 - 2.47)lrz:  (002 - 1 - 1 - 1.03)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.56)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 4220, Bibliothek NeubauMaximus-von-Imhof-Forum 385354 Freising;TUM Weihenstephan Bibliothek, EG L12;apa01-0qy;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP215;Gesamt:     (023 - 4 - 3 - 9.85)eduroam:    (016 - 2 - 1 - 7.36)lrz:  (002 - 1 - 1 - 1.03)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.46)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Haus L,  Institut für Chemische Epigenetik München (ICEM)Würmtalstraße 20181375 München;L00.086W;apa14-0ir;Online seit 2022-03-12 21:48;Aruba -> AP-515;Gesamt:     (013 - 3 - 3 - 3.94)eduroam:    (008 - 1 - 1 - 1.79)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (004 - 1 - 1 - 1.14)
TUM, Geb. 0101, (N1) Hörsäle (U-Trakt)Theresienstraße 9080333 München;Haupteingang;apa10-0b1;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP365;Gesamt:     (027 - 3 - 3 - 5.97)eduroam:    (014 - 1 - 1 - 2.85)lrz:  (005 - 1 - 1 - 1.33)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (008 - 1 - 1 - 1.79)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5413 BNMR (Bavarian Nuclear Magnetic Resonanz) ZentrumErnst-Otto-Fischer-Straße 285748 Garching;1101;apa01-0mm;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (023 - 6 - 4 - 9.94)eduroam:    (014 - 1 - 1 - 6.49)lrz:  (002 - 2 - 1 - 1.05)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.03)Sonstige:  (005 - 2 - 1 - 1.36)
TUM, Geb. 5101, PhysikgebäudeJames-Franck-Straße 185748 Garching;3127;apa11-3at;Online seit 2022-01-18 08:18;Alcatel-Lucent -> OAW-AP325;Gesamt:     (007 - 3 - 3 - 3.50)eduroam:    (003 - 1 - 1 - 1.37)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.14)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 2941, Campus D, Sport Ausweichquartier O2Georg-Brauchle-Ring 60-6280992 München;R623;apa02-6ed;Offline seit 2022-01-25 10:18;Alcatel-Lucent -> OAW-AP325;Gesamt:     (000 - 0 - 0 - 0.00)eduroam:    (000 - 0 - 0 - 0.00)lrz:  (000 - 0 - 0 - 0.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (000 - 0 - 0 - 0.00)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 4214, Zentrales HörsaalgebäudeMaximus-von-Imhof-Forum 685354 Freising;HS16, Geb. 214, TUM Weihenstephan;apa08-0qi;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP134;Gesamt:     (014 - 3 - 3 - 5.92)eduroam:    (009 - 1 - 1 - 3.06)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.86)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5500 (Bauteil 7 ~5507), MaschinenwesenBoltzmannstraße 1585748 Garching;3707, 3.OG, Bau 7, TUM Maschinenwesen;apa01-3w7;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP135;Gesamt:     (013 - 3 - 3 - 4.20)eduroam:    (010 - 1 - 1 - 2.13)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.07)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 2910-2911, Brienner ForumRichard-Wagner-Straße 1 und 380333 München;C.100, Seminarraum;apa01-1fd;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP325;Gesamt:     (011 - 3 - 3 - 3.50)eduroam:    (004 - 1 - 1 - 1.18)lrz:  (002 - 1 - 1 - 1.09)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.22)Sonstige:  (000 - 0 - 0 - 0.00)
TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising;1.OG;apa18-1qw;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (046 - 3 - 3 - 18.76)eduroam:    (037 - 1 - 1 - 14.18)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (008 - 1 - 1 - 3.58)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude FKarlstr. 680333 München;HM Karlstr.6, Freifläche, Raum 027, Keller;apa01-krf;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (006 - 3 - 3 - 3.43)eduroam:    (004 - 1 - 1 - 1.43)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
Landesfachstelle für das öffentliche BibliothekswesenPraterstraße 1690429 Nürnberg;Landesfachstelle oeffentliche Bibliothekswesen;apa01-1xf;Online seit 2022-02-21 01:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (013 - 3 - 3 - 4.56)eduroam:    (001 - 1 - 1 - 1.00)lrz:  (002 - 1 - 1 - 1.07)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (010 - 1 - 1 - 2.49)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5500 (Bauteil 6 ~5506), MaschinenwesenBoltzmannstraße 1585748 Garching;0690, Experimentierhalle / E-Labor;apa15-0w6;Online seit 2022-01-18 08:18;Aruba -> AP-303H;Gesamt:     (010 - 3 - 3 - 4.31)eduroam:    (006 - 1 - 1 - 2.19)lrz:  (002 - 1 - 1 - 1.08)@BayernWLAN: (002 - 1 - 1 - 1.04)
LMU, Schackstr. 4Schackstr. 480539 München;103;apa01-1sc;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (005 - 3 - 3 - 3.37)eduroam:    (003 - 1 - 1 - 1.37)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0502 (Stammgelände)Arcisstraße 2180333 München;2247, 2.OG, Bau 2, TUM Stammgelände;apa02-2bc;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP135;Gesamt:     (010 - 3 - 3 - 3.90)eduroam:    (005 - 1 - 1 - 1.67)lrz:  (002 - 1 - 1 - 1.08)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.16)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 0110, Akademiestr. 1Akademiestr. 180799 München;357;apa01-3ga;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (012 - 3 - 3 - 3.69)eduroam:    (008 - 1 - 1 - 1.55)lrz:  (002 - 1 - 1 - 1.07)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.07)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 0200, Rückgebäude, Fak. für Kulturwissenschaften BibliothekSchellingstr. 380799 München;R201;apa02-2gr;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP135;Gesamt:     (008 - 3 - 3 - 3.47)eduroam:    (004 - 1 - 1 - 1.34)lrz:  (002 - 1 - 1 - 1.02)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.11)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Tiermedizin, Klinik für PferdeSonnenstraße 1485764 Oberschleißheim;L.C00.805H;apa20-0va;Online seit 2022-01-18 08:28;Aruba -> AP-365;Gesamt:     (009 - 3 - 3 - 3.39)eduroam:    (006 - 1 - 1 - 1.36)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (002 - 1 - 1 - 1.03)
HSWT, Triesdorf Geb. C (Neubau)Markgrafenstr. 1891746 Weidenbach;C.117;apa12-1cc;Online seit 2022-01-28 18:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (039 - 3 - 3 - 6.13)eduroam:    (021 - 1 - 1 - 2.79)lrz:  (002 - 1 - 1 - 1.03)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (016 - 1 - 1 - 2.30)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 0050, Schellingstr. 4Schellingstr. 480799 München;H138, 1.OG, Schellingstr. 4, LMU;apa02-1gy;Online seit 2021-10-07 00:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (021 - 3 - 3 - 4.61)eduroam:    (017 - 1 - 1 - 2.49)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.12)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0501 (Stammgelände)Arcisstraße 2180333 München;R.1160 Bibliothek EG Links;apa07-1bb;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP135;Gesamt:     (032 - 3 - 3 - 12.62)eduroam:    (025 - 1 - 1 - 9.79)lrz:  (002 - 1 - 1 - 1.30)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.53)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Tentomax Stammgelände (Prüfungszelt)Arcisstr. 2180333 München;Zelt;apa04-0bz;Online seit 2022-03-15 07:28;Aruba -> AP-325;Gesamt:     (036 - 5 - 3 - 5.90)eduroam:    (030 - 1 - 1 - 3.53)lrz:  (002 - 2 - 1 - 1.12)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 2 - 1 - 1.25)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Tiermedizin, Klinik für PferdeSonnenstraße 1485764 Oberschleißheim;L00.801D;apa03-0va;Online seit 2022-01-18 08:23;Aruba -> AP-515;Gesamt:     (009 - 3 - 3 - 3.47)eduroam:    (005 - 1 - 1 - 1.29)lrz:  (002 - 1 - 1 - 1.10)@BayernWLAN: (002 - 1 - 1 - 1.08)
TUM, Geb. 4234,  Versuchsgut Dürnast, GHL 1Dürnast 185354 Freising;1.10, Büro;apa01-1j7;Online seit 2022-01-19 18:08;Aruba -> AP-515;Gesamt:     (014 - 3 - 3 - 5.54)eduroam:    (009 - 1 - 1 - 3.35)lrz:  (002 - 1 - 1 - 1.01)@BayernWLAN: (003 - 1 - 1 - 1.19)
LMU, Neubau Bauabschnitt 1, Biologie II, MartinsriedGroßhaderner Str. 282152 Planegg-Martinsried;C01.003;apa08-1il;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP325;Gesamt:     (012 - 3 - 3 - 3.90)eduroam:    (007 - 1 - 1 - 1.67)lrz:  (002 - 1 - 1 - 1.07)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.17)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Neubau Nano-InstitutKöniginstr. 1080539 München;D02.605K[CI:66360]?;apa09-2nz;Online seit 2022-01-18 08:28;Aruba -> AP-303H;Gesamt:     (004 - 2 - 2 - 2.10)eduroam:    (003 - 1 - 1 - 1.10)lrz:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)
LMU, Tiermedizin, Klinik für PferdeSonnenstraße 1485764 Oberschleißheim;L00.078;apa39-0va;Online seit 2022-01-18 08:23;Aruba -> AP-365;Gesamt:     (013 - 3 - 3 - 4.00)eduroam:    (009 - 1 - 1 - 1.96)lrz:  (002 - 1 - 1 - 1.02)@BayernWLAN: (002 - 1 - 1 - 1.02)
TUM, Geb. 0101, (N1) Hörsäle (U-Trakt)Theresienstraße 9080333 München;N1014;apa20-1b1;Online seit 2022-02-12 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (015 - 3 - 3 - 4.33)eduroam:    (010 - 1 - 1 - 2.17)lrz:  (003 - 1 - 1 - 1.13)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.03)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 0010, Hauptgebäude an der Adalbertstraße (Adalberttrakt)Geschwister-Scholl-Platz 180539 München;Sem.Raum C022, EG, Adalberttrakt, LMU;apa02-0gd;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP215;Gesamt:     (020 - 3 - 3 - 5.89)eduroam:    (012 - 1 - 1 - 3.36)lrz:  (003 - 1 - 1 - 1.09)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.44)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5515, Zentrum für SoftskillsBoltzmannstr. 1585748 Garching;U.1599;apa02-kms;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP135;Gesamt:     (004 - 3 - 3 - 3.06)eduroam:    (002 - 1 - 1 - 1.06)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
