HSWT, Geb. 4172, Stammgebäude (A5), Verwaltung (A6) und Salettl (A7)Weihenstephaner Fußweg 185354 Freising;A5.427;apa10-1qf;Online seit 2022-03-10 11:18;Aruba -> AP-303H;Gesamt:     (015 - 3 - 3 - 6.83)eduroam:    (011 - 1 - 1 - 4.76)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (003 - 1 - 1 - 1.06)
LMU, FCP-F, Organische ChemieButenandtstr. 5-1381377 München;Bibliothek F.1.F4;apa06-1if;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP215;Gesamt:     (010 - 3 - 3 - 3.54)eduroam:    (006 - 1 - 1 - 1.45)lrz:  (002 - 1 - 1 - 1.05)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.04)Sonstige:  (000 - 0 - 0 - 0.00)
ADBK, Akademie der Bildenden KünsteAkademiestr. 280799 München;Akademie der bildenden Künste, BT3, EG 26;apa02-0yj;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (002 - 2 - 2 - 2.00)eduroam:    (001 - 1 - 1 - 1.00)lrz:  (000 - 0 - 0 - 0.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 0010, Hauptgebäude an der Adalbertstraße (Adalberttrakt)Geschwister-Scholl-Platz 180539 München;CZ003;apa01-zgd;Online seit 2021-12-28 20:48;Alcatel-Lucent -> OAW-AP303h;Gesamt:     (010 - 3 - 3 - 3.43)eduroam:    (005 - 1 - 1 - 1.33)lrz:  (003 - 1 - 1 - 1.09)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.02)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Block BTheresienstr. 3980333 München;B215;apa09-2db;Online seit 2021-12-28 21:13;Alcatel-Lucent -> OAW-AP325;Gesamt:     (005 - 3 - 3 - 3.41)eduroam:    (003 - 1 - 1 - 1.41)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0507 (Stammgelände)Arcisstraße 2180333 München;2730, Büro;apa12-2bh;Online seit 2022-01-18 08:28;Aruba -> AP-515;Gesamt:     (020 - 3 - 3 - 5.78)eduroam:    (015 - 1 - 1 - 3.72)lrz:  (003 - 1 - 1 - 1.02)@BayernWLAN: (002 - 1 - 1 - 1.03)
TUM, Garching, Geb. 5532, StudiTUMLichtenbergstraße 3Garching;2.206;apa02-2mv;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (037 - 6 - 4 - 8.65)eduroam:    (032 - 4 - 2 - 6.33)lrz:  (002 - 1 - 1 - 1.01)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.31)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 2957, FCP-C, Pharmakologische ChemieButenandtstr. 781377 München;C3.003;apa02-3ic;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP325;Gesamt:     (006 - 3 - 3 - 3.17)eduroam:    (004 - 1 - 1 - 1.17)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5500 (Bauteil 4 ~5504), MaschinenwesenBoltzmannstraße 1585748 Garching;Sem. Raum 1401;apa05-1w4;Online seit 2022-02-15 09:03;Alcatel-Lucent -> OAW-AP215;Gesamt:     (009 - 3 - 3 - 3.95)eduroam:    (006 - 1 - 1 - 1.87)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.08)Sonstige:  (000 - 0 - 0 - 0.00)
Neubau Mensa Garching, Geb. 5304Boltzmannstr. 1985748 Garching;Dach für Innenhof;apa05-3mg;Online seit 2022-01-28 18:23;Alcatel-Lucent -> OAW-AP365;Gesamt:     (053 - 4 - 3 - 11.24)eduroam:    (042 - 2 - 1 - 8.17)lrz:  (004 - 1 - 1 - 1.23)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (007 - 1 - 1 - 1.84)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 4213, LebensmitteltechnikumMaximus-von-Imhof-Forum 285354 Freising;Sem.Raum E2, Geb. 213, TUM Weihenstephan;apa01-0pg;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (026 - 3 - 3 - 5.83)eduroam:    (017 - 1 - 1 - 3.01)lrz:  (002 - 1 - 1 - 1.11)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (007 - 1 - 1 - 1.71)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, FCP-F, Organische ChemieButenandtstr. 5-1381377 München;Foyer F.U1.018;apa09-kif;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP325;Gesamt:     (012 - 3 - 3 - 4.04)eduroam:    (007 - 1 - 1 - 1.45)lrz:  (002 - 1 - 1 - 1.10)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.50)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Laboratory for Extreme Photonics (LEX), Center for Advanced Laser Applications (CALA)Am Coulombwall 1a 85748 Garching;U140;apa06-kml;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (008 - 2 - 2 - 3.63)eduroam:    (006 - 1 - 1 - 2.31)lrz:  (000 - 0 - 0 - 0.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.31)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Block CTheresienstr. 4180333 München;C431, 4.OG, Theresienstr. 39, LMU;apa04-4dc;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP303h;Gesamt:     (013 - 3 - 3 - 5.13)eduroam:    (009 - 1 - 1 - 2.97)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.17)Sonstige:  (000 - 0 - 0 - 0.00)
IBZ, Amalienstraße 38Amalienstr. 3880799 München;39;apa02-2g2;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP303h;Gesamt:     (015 - 6 - 3 - 7.31)eduroam:    (012 - 4 - 1 - 5.11)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.21)Sonstige:  (000 - 0 - 0 - 0.00)
ADBK, Akademie der Bildenden KünsteAkademiestr. 280799 München;E03.26;apa01-3yj;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (005 - 3 - 3 - 3.05)eduroam:    (002 - 1 - 1 - 1.03)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.01)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5998, Tentomax Garching EI (Prüfungszelt)Hans-Piloty-Str. 585748 Garching;Zelt;apa10-0mz;Online seit 2022-01-18 08:28;Aruba -> AP-515;Gesamt:     (137 - 3 - 3 - 33.93)eduroam:    (114 - 1 - 1 - 29.34)lrz:  (007 - 1 - 1 - 2.08)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (016 - 1 - 1 - 2.51)Sonstige:  (000 - 0 - 0 - 0.00)
HMTM, Gasteig, Hochschule für Musik und TheaterRosenheimer Straße 581667 München;4.105;apa03-4xg;Online seit 2022-01-04 07:38;Alcatel-Lucent -> OAW-AP215;Gesamt:     (013 - 3 - 3 - 4.38)eduroam:    (006 - 1 - 1 - 1.60)lrz:  (002 - 1 - 1 - 1.05)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (005 - 1 - 1 - 1.73)Sonstige:  (000 - 0 - 0 - 0.00)
HMTM, Gasteig, Hochschule für Musik und TheaterRosenheimer Straße 581667 München;3.102;apa05-3xg;Online seit 2022-01-18 08:23;Aruba -> AP-303H;Gesamt:     (007 - 3 - 3 - 3.39)eduroam:    (003 - 1 - 1 - 1.33)lrz:  (002 - 1 - 1 - 1.02)@BayernWLAN: (002 - 1 - 1 - 1.04)
TUM, Geb. 5500 (Bauteil 3 ~5503), MaschinenwesenBoltzmannstraße 1585748 Garching;0337;apa02-0w3;Online seit 2022-01-28 18:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (013 - 3 - 3 - 5.73)eduroam:    (011 - 1 - 1 - 3.73)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0505 (Stammgelände)Arcisstraße 2180333 München;Z561;apa08-zbf;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (012 - 3 - 3 - 3.92)eduroam:    (006 - 1 - 1 - 1.59)lrz:  (003 - 1 - 1 - 1.09)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.25)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude WLothstr. 2180335 München;W 0.04;apa10-0rw;Offline seit 2022-01-31 08:38;Aruba -> AP-515;Gesamt:     (000 - 0 - 0 - 0.00)eduroam:    (000 - 0 - 0 - 0.00)lrz:  (000 - 0 - 0 - 0.00)@BayernWLAN: (000 - 0 - 0 - 0.00)
TUM, Geb. 0104, (N4) Elektro PhysikTheresienstraße 9080333 München;N4408, Büro;apa06-4b4;Online seit 2022-01-18 08:23;Aruba -> AP-303H;Gesamt:     (006 - 3 - 3 - 3.23)eduroam:    (004 - 1 - 1 - 1.23)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (001 - 1 - 1 - 1.00)
HM, Gebäude WLothstr. 2180335 München;W 0.23 Besprechungsraum;apa08-0rw;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (050 - 4 - 3 - 9.98)eduroam:    (038 - 2 - 1 - 7.55)lrz:  (002 - 1 - 1 - 1.06)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (010 - 1 - 1 - 1.38)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 2957, FCP-C, Pharmakologische ChemieButenandtstr. 781377 München;C1.003;apa02-1ic;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP325;Gesamt:     (019 - 3 - 3 - 5.01)eduroam:    (013 - 1 - 1 - 2.61)lrz:  (002 - 1 - 1 - 1.05)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.34)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5301, IAS-GebäudeLichtenbergstr. 2a85748 Garching;2.015, Büro;apa05-2wq;Online seit 2022-01-18 08:28;Aruba -> AP-303H;Gesamt:     (004 - 3 - 3 - 3.04)eduroam:    (002 - 1 - 1 - 1.04)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (001 - 1 - 1 - 1.00)
HM, Gebäude L, Pasing, NeubauAm Stadtpark 2081243 München;L O1.03 Hörsaal;apa18-1rl;Online seit 2022-01-18 08:23;Aruba -> AP-515;Gesamt:     (094 - 4 - 3 - 26.92)eduroam:    (048 - 2 - 1 - 13.39)lrz:  (005 - 1 - 1 - 2.06)@BayernWLAN: (041 - 1 - 1 - 11.47)
LMU, Geb. 0407, RückgebäudeLudwigstr. 2880539 München;024;apa02-0sk;Online seit 2021-12-28 18:53;Alcatel-Lucent -> OAW-AP135;Gesamt:     (015 - 4 - 3 - 5.32)eduroam:    (007 - 2 - 1 - 2.49)lrz:  (002 - 1 - 1 - 1.04)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (006 - 1 - 1 - 1.79)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5517, Halle 17, Maschinenwesen Boltzmannstraße 1585748 Garching;0872, Thermogasdynamik;apa01-0ws;Online seit 2022-01-28 18:23;Aruba -> AP-303H;Gesamt:     (009 - 3 - 3 - 3.28)eduroam:    (006 - 1 - 1 - 1.16)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.12)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching;Raum 2027;apa10-2mf;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP135;Gesamt:     (006 - 3 - 3 - 3.33)eduroam:    (003 - 1 - 1 - 1.24)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.08)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 2907, Marsstr. 20-22Marsstr. 20-2280335 München;605, unten rechts, 6.OG, Marsstr. 20-22, TUM;apa05-6zb;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP135;Gesamt:     (009 - 4 - 4 - 4.37)eduroam:    (001 - 1 - 1 - 1.00)lrz:  (002 - 1 - 1 - 1.01)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.13)Sonstige:  (003 - 1 - 1 - 1.23)
HM, Gebäude ALothstr. 3480335 München;019;apa07-0ra;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (012 - 3 - 3 - 4.06)eduroam:    (007 - 1 - 1 - 1.81)lrz:  (002 - 1 - 1 - 1.08)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.17)Sonstige:  (000 - 0 - 0 - 0.00)
TUM/LMU, Maier-Leibniz-LaboratoriumAm Coulombwall 685748 Garching;19, EG;apa05-0ab;Online seit 2022-01-18 08:18;Alcatel-Lucent -> OAW-AP325;Gesamt:     (010 - 3 - 3 - 3.67)eduroam:    (005 - 1 - 1 - 1.50)lrz:  (002 - 1 - 1 - 1.02)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.15)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Garching, Geb. 5416, Interims Audimax IILichtenbergstraße 2b85748 Garching;HS 1;apa04-0mo;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (011 - 3 - 3 - 3.64)eduroam:    (008 - 1 - 1 - 1.62)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.02)Sonstige:  (000 - 0 - 0 - 0.00)
IBZ, Amalienstraße 38Amalienstr. 3880799 München;32;apa02-1g2;Online seit 2021-10-06 22:43;Alcatel-Lucent -> OAW-AP303h;Gesamt:     (007 - 3 - 3 - 3.54)eduroam:    (004 - 1 - 1 - 1.26)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.28)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 0050, Schellingstr. 4Schellingstr. 480799 München;H 435;apa03-4gy;Online seit 2022-01-18 08:28;Aruba -> AP-303H;Gesamt:     (005 - 3 - 3 - 3.21)eduroam:    (003 - 1 - 1 - 1.21)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (001 - 1 - 1 - 1.00)
TUM, Geb. 0204Gabelsbergerstr. 4980333 München;403;apa01-4bu;Online seit 2022-02-12 01:43;Alcatel-Lucent -> OAW-AP303h;Gesamt:     (006 - 3 - 3 - 3.16)eduroam:    (002 - 1 - 1 - 1.08)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.07)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5410 - Forschungszentrum für Katalyse CRC (Katum)Ernst-Otto-Fischer-Str. 185748 Garching;Raum 4028;apa08-4mf;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP135;Gesamt:     (009 - 3 - 3 - 3.59)eduroam:    (004 - 1 - 1 - 1.48)lrz:  (002 - 1 - 1 - 1.02)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.08)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5500 (Bauteil 3 ~5503), MaschinenwesenBoltzmannstraße 1585748 Garching;HS 0337;apa06-0w3;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP324;Gesamt:     (039 - 3 - 3 - 11.55)eduroam:    (024 - 1 - 1 - 7.24)lrz:  (003 - 1 - 1 - 1.21)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (012 - 1 - 1 - 3.10)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, VestibülbauLudwigstr./Prof.-Huber-Pl. 280539 München;V002;apa02-0sf;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (008 - 3 - 3 - 3.41)eduroam:    (004 - 1 - 1 - 1.33)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (003 - 1 - 1 - 1.08)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Reptilienklinik Oberscheißheim, Geb. 4052Sonnenstraße 1885764 Oberschleißheim;A.E00.004;apa02-0vp;Online seit 2022-02-10 08:13;Alcatel-Lucent -> OAW-AP325;Gesamt:     (007 - 3 - 3 - 3.86)eduroam:    (004 - 1 - 1 - 1.81)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.05)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0101, (N1) Hörsäle (U-Trakt)Theresienstraße 9080333 München;N1110b, 1.OG, TUM Nordgelände, Bau N1;apa03-1b1;Online seit 2022-01-18 08:18;Alcatel-Lucent -> OAW-AP325;Gesamt:     (011 - 6 - 3 - 3.52)eduroam:    (005 - 4 - 1 - 1.36)lrz:  (002 - 1 - 1 - 1.04)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.13)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Neubau Bauabschnitt 2, Biologie I, MartinsriedGroßhaderner Str. 2-482152 Planegg-Martinsried;F00.015;apa13-0ig;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP325;Gesamt:     (015 - 3 - 3 - 6.07)eduroam:    (007 - 1 - 1 - 3.70)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (007 - 1 - 1 - 1.37)
LMU, Block BTheresienstr. 3980333 München;Freiflaeche;apa14-0db;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP365;Gesamt:     (035 - 3 - 3 - 6.59)eduroam:    (013 - 1 - 1 - 2.77)lrz:  (005 - 1 - 1 - 1.32)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (017 - 1 - 1 - 2.50)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 5406, Chemiegebäude Bau Ch6Lichtenbergstraße 485748 Garching;56217;apa03-5ag;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (008 - 3 - 3 - 3.76)eduroam:    (006 - 1 - 1 - 1.76)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 4103, SammlungsbauAlte Akademie 685354 Freising;Raum 73;apa01-0jq;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP215;Gesamt:     (005 - 4 - 3 - 3.16)eduroam:    (001 - 1 - 1 - 1.00)lrz:  (002 - 2 - 1 - 1.06)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.10)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. S (früher 0850), Mikrobiologie+PathologieVeterinärstraße 1380539 München;S208;apa01-2nm;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (012 - 3 - 3 - 4.08)eduroam:    (005 - 1 - 1 - 1.55)lrz:  (003 - 1 - 1 - 1.36)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.17)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, Geb. 5109, PhysikgebäudeAm Coulombwall 185748 Garching;W132 CALA;apa07-1al;Online seit 2022-02-10 09:03;Alcatel-Lucent -> OAW-AP325;Gesamt:     (015 - 3 - 3 - 5.05)eduroam:    (010 - 1 - 1 - 2.71)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (004 - 1 - 1 - 1.34)Sonstige:  (000 - 0 - 0 - 0.00)
LMU Oettingenstr. 67, HauptgebäudeOettingenstraße 6780538 München;A107;apa21-1oz;Online seit 2022-03-01 08:08;Alcatel-Lucent -> OAW-AP325;Gesamt:     (004 - 3 - 3 - 3.08)eduroam:    (002 - 1 - 1 - 1.08)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude WLothstr. 2180335 München;W 1.19;apa13-1rw;Online seit 2022-03-17 01:38;Aruba -> AP-515;Gesamt:     (019 - 3 - 3 - 5.92)eduroam:    (011 - 1 - 1 - 3.40)lrz:  (002 - 1 - 1 - 1.04)@BayernWLAN: (006 - 1 - 1 - 1.48)
HM, Erweiterungsbau BibliothekLazarettstr. 6280636 München;I 3.01 Lesesaal;apa04-3ri;Online seit 2022-02-12 01:43;Aruba -> AP-325;Gesamt:     (023 - 4 - 3 - 5.99)eduroam:    (014 - 2 - 1 - 3.23)lrz:  (002 - 1 - 1 - 1.09)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (007 - 1 - 1 - 1.67)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Garching, Geb. 5532, StudiTUMLichtenbergstraße 3Garching;3.305;apa03-3mv;Online seit 2022-01-18 08:23;Alcatel-Lucent -> OAW-AP325;Gesamt:     (013 - 3 - 3 - 3.88)eduroam:    (011 - 1 - 1 - 1.88)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude BDachauerstr. 98b80335 München;B 0171;apa04-krb;Online seit 2022-03-09 12:03;Aruba -> AP-303H;Gesamt:     (013 - 3 - 3 - 4.05)eduroam:    (007 - 1 - 1 - 1.73)lrz:  (002 - 1 - 1 - 1.02)@BayernWLAN: (004 - 1 - 1 - 1.30)
HM, Gebäude R1, R2, R3Heßstraße 89 / Lothstr. 6480335 München;R2.008;apa14-2rr;Online seit 2022-03-02 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (038 - 3 - 3 - 12.49)eduroam:    (020 - 1 - 1 - 5.12)lrz:  (003 - 1 - 1 - 1.63)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (015 - 1 - 1 - 5.74)Sonstige:  (000 - 0 - 0 - 0.00)
TUM/HSWT Weihenstephan, Geb. 4281, Zentrum für Naturwissenschaftliche Grundlagen, Geb. D1Am Staudengarten 185354 Freising;EG;apa13-0qw;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP325;Gesamt:     (061 - 6 - 3 - 27.13)eduroam:    (048 - 4 - 1 - 21.48)lrz:  (002 - 1 - 1 - 1.02)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (011 - 1 - 1 - 4.63)Sonstige:  (000 - 0 - 0 - 0.00)
TUM, Geb. 0501 (Stammgelände)Arcisstraße 2180333 München;HS 0120, EG, TUM Geodäsie;apa03-0bb;Online seit 2022-02-12 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (013 - 4 - 3 - 3.93)eduroam:    (010 - 2 - 1 - 1.92)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.01)Sonstige:  (000 - 0 - 0 - 0.00)
HSWT, Geb. H1 / 4391, Zentrum für Angewandte Brau- und Getränketechnologie (ZABG)Am Staudengarten 1385354 Freising;Aussen Ostseite;apa09-0j2;Online seit 2022-01-18 08:23;Aruba -> AP-365;Gesamt:     (016 - 5 - 3 - 3.69)eduroam:    (013 - 3 - 1 - 1.61)lrz:  (001 - 1 - 1 - 1.00)@BayernWLAN: (002 - 1 - 1 - 1.08)
TUM, Geb. 4124, FML neu - Zentrum für Milch- und LebensmittelWeihenstephaner Berg 385354 Freising;02/3.07, Sozialraum;apa02-2qa;Online seit 2022-01-18 08:28;Alcatel-Lucent -> OAW-AP135;Gesamt:     (033 - 5 - 4 - 7.97)eduroam:    (020 - 2 - 1 - 4.28)lrz:  (004 - 1 - 1 - 1.19)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (008 - 1 - 1 - 1.49)Sonstige:  (001 - 1 - 1 - 1.00)
LMU, FCP-B, Pharmazeutische Biologie und TechnologieButenandtstr. 5-1381377 München;B5.002;apa01-5ib;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP325;Gesamt:     (004 - 2 - 2 - 2.57)eduroam:    (003 - 1 - 1 - 1.57)lrz:  (000 - 0 - 0 - 0.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, PaläontologieRichard-Wagner-Str. 1080333 München;D 114;apa04-1fp;Online seit 2022-03-17 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (010 - 3 - 3 - 3.72)eduroam:    (005 - 1 - 1 - 1.63)lrz:  (003 - 1 - 1 - 1.04)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.05)Sonstige:  (000 - 0 - 0 - 0.00)
HM, Gebäude EDachauerstr. 98b80335 München;E 1.103;apa03-1re;Online seit 2022-03-17 01:38;Alcatel-Lucent -> OAW-AP325;Gesamt:     (020 - 3 - 3 - 3.65)eduroam:    (017 - 1 - 1 - 1.65)lrz:  (001 - 1 - 1 - 1.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (002 - 1 - 1 - 1.01)Sonstige:  (000 - 0 - 0 - 0.00)
LMU, FCP-F, Organische ChemieButenandtstr. 5-1381377 München;Bibliothek F.0a.003;apa03-zif;Online seit 2022-03-12 21:48;Alcatel-Lucent -> OAW-AP215;Gesamt:     (002 - 2 - 2 - 2.00)eduroam:    (001 - 1 - 1 - 1.00)lrz:  (000 - 0 - 0 - 0.00)mwn-events:  (000 - 0 - 0 - 0.00)@BayernWLAN: (001 - 1 - 1 - 1.00)Sonstige:  (000 - 0 - 0 - 0.00)
