apa05-1mb,-9223372036854775808,-9223372036854775808
apa02-3ac,14,3
apa12-1mt,-9223372036854775808,-9223372036854775808
apa04-0u6,14,3
apa02-0qu,18,3
apa24-0m1,9,3
apa01-0b3,-9223372036854775808,-9223372036854775808
apa01-0mv,-9223372036854775808,-9223372036854775808
apa04-1ue,-9223372036854775808,-9223372036854775808
apa02-2fd,-9223372036854775808,-9223372036854775808
apa04-2mq,6,3
apa03-1qo,-9223372036854775808,-9223372036854775808
apa34-1ez,4,3
apa04-3b8,-9223372036854775808,-9223372036854775808
apa03-0bf,-9223372036854775808,-9223372036854775808
apa04-0w2,-9223372036854775808,-9223372036854775808
apa01-2bu,-9223372036854775808,-9223372036854775808
apa01-1bw,-9223372036854775808,-9223372036854775808
apa02-2a0,-9223372036854775808,-9223372036854775808
apa06-kql,-9223372036854775808,-9223372036854775808
apa01-3be,-9223372036854775808,-9223372036854775808
apa04-1mv,-9223372036854775808,-9223372036854775808
apa03-1aq,-9223372036854775808,-9223372036854775808
apa06-3fd,-9223372036854775808,-9223372036854775808
apa09-0mz,-9223372036854775808,-9223372036854775808
apa01-1wq,-9223372036854775808,-9223372036854775808
apa04-1a4,-9223372036854775808,-9223372036854775808
apa05-1ue,-9223372036854775808,-9223372036854775808
apa07-6zb,-9223372036854775808,-9223372036854775808
apa21-kbb,7,3
apa02-1mm,20,4
apa09-0yo,-9223372036854775808,-9223372036854775808
apa05-3bd,-9223372036854775808,-9223372036854775808
apa01-3ui,15,3
apa03-0mm,11,4
apa06-1w1,-9223372036854775808,-9223372036854775808
apa12-1zb,-9223372036854775808,-9223372036854775808
apa04-0qz,-9223372036854775808,-9223372036854775808
apa01-1bc,-9223372036854775808,-9223372036854775808
apa11-1m1,-9223372036854775808,-9223372036854775808
apa02-1uf,12,3
apa04-0ao,9,3
apa03-2uh,19,3
apa01-0xa,-9223372036854775808,-9223372036854775808
apa04-0w6,-9223372036854775808,-9223372036854775808
apa06-2be,-9223372036854775808,-9223372036854775808
apa04-1be,-9223372036854775808,-9223372036854775808
apa03-0q2,-9223372036854775808,-9223372036854775808
apa02-2zr,-9223372036854775808,-9223372036854775808
apa02-1be,-9223372036854775808,-9223372036854775808
apa04-2bh,-9223372036854775808,-9223372036854775808
apa01-1uf,-9223372036854775808,-9223372036854775808
apa01-1zy,-9223372036854775808,-9223372036854775808
apa06-2b4,-9223372036854775808,-9223372036854775808
apa01-2uf,33,3
apa18-2at,-9223372036854775808,-9223372036854775808
apa02-1j7,15,3
apa11-2w0,-9223372036854775808,-9223372036854775808
apa01-0qg,-9223372036854775808,-9223372036854775808
apa03-3m1,9,4
apa01-0uf,-9223372036854775808,-9223372036854775808
apa08-2bm,-9223372036854775808,-9223372036854775808
apa03-2mn,-9223372036854775808,-9223372036854775808
apa03-kqw,-9223372036854775808,-9223372036854775808
apa01-3jo,-9223372036854775808,-9223372036854775808
apa16-3mf,-9223372036854775808,-9223372036854775808
apa10-0w0,-9223372036854775808,-9223372036854775808
apa01-1qw,-9223372036854775808,-9223372036854775808
apa01-0bw,-9223372036854775808,-9223372036854775808
apa06-1ed,-9223372036854775808,-9223372036854775808
apa02-2b6,-9223372036854775808,-9223372036854775808
apa04-3b4,-9223372036854775808,-9223372036854775808
apa04-2af,-9223372036854775808,-9223372036854775808
apa03-0wq,-9223372036854775808,-9223372036854775808
apa03-0qw,-9223372036854775808,-9223372036854775808
apa01-2bw,-9223372036854775808,-9223372036854775808
apa01-kqi,-9223372036854775808,-9223372036854775808
apa24-0ez,21,3
apa01-6ed,-9223372036854775808,-9223372036854775808
apa08-0zm,-9223372036854775808,-9223372036854775808
apa04-3m1,-9223372036854775808,-9223372036854775808
apa08-2fd,-9223372036854775808,-9223372036854775808
apa05-0ez,13,3
apa09-6ad,-9223372036854775808,-9223372036854775808
apa01-2zr,-9223372036854775808,-9223372036854775808
apa03-0q0,-9223372036854775808,-9223372036854775808
apa02-0qy,-9223372036854775808,-9223372036854775808
apa01-1mm,24,4
apa04-1uf,8,3
apa19-0uh,-9223372036854775808,-9223372036854775808
apa08-3w1,12,3
apa08-2u4,12,3
apa01-1yo,-9223372036854775808,-9223372036854775808
apa11-1zb,-9223372036854775808,-9223372036854775808
apa01-1ko,15,3
apa06-0mz,-9223372036854775808,-9223372036854775808
apa08-1w4,-9223372036854775808,-9223372036854775808
apa02-3qu,13,3
apa01-2fl,-9223372036854775808,-9223372036854775808
apa05-zbf,-9223372036854775808,-9223372036854775808
apa05-3xa,-9223372036854775808,-9223372036854775808
apa05-2uh,-9223372036854775808,-9223372036854775808
apa06-1bc,-9223372036854775808,-9223372036854775808
apa01-2be,-9223372036854775808,-9223372036854775808
apa01-kak,-9223372036854775808,-9223372036854775808
apa09-0bd,-9223372036854775808,-9223372036854775808
apa18-1at,-9223372036854775808,-9223372036854775808
apa03-1a4,-9223372036854775808,-9223372036854775808
apa01-2b6,-9223372036854775808,-9223372036854775808
apa03-2b4,-9223372036854775808,-9223372036854775808
apa03-0uh,46,3
apa03-6ed,-9223372036854775808,-9223372036854775808
apa03-2bg,-9223372036854775808,-9223372036854775808
apa03-3mf,-9223372036854775808,-9223372036854775808
apa01-0x6,-9223372036854775808,-9223372036854775808
apa09-4ag,-9223372036854775808,-9223372036854775808
apa02-1mn,-9223372036854775808,-9223372036854775808
apa01-3fa,-9223372036854775808,-9223372036854775808
apa04-3xa,-9223372036854775808,-9223372036854775808
apa09-2mf,-9223372036854775808,-9223372036854775808
apa11-0w0,-9223372036854775808,-9223372036854775808
apa07-4ag,10,3
apa04-3bc,-9223372036854775808,-9223372036854775808
apa15-2mt,-9223372036854775808,-9223372036854775808
apa01-kzy,-9223372036854775808,-9223372036854775808
apa12-3at,-9223372036854775808,-9223372036854775808
apa01-kbc,-9223372036854775808,-9223372036854775808
apa07-0w0,-9223372036854775808,-9223372036854775808
apa01-1ag,-9223372036854775808,-9223372036854775808
apa05-2bf,-9223372036854775808,-9223372036854775808
apa11-0mp,-9223372036854775808,-9223372036854775808
apa05-0w0,-9223372036854775808,-9223372036854775808
apa16-1zb,62,3
apa01-3ba,-9223372036854775808,-9223372036854775808
apa01-0zm,-9223372036854775808,-9223372036854775808
apa04-0z2,-9223372036854775808,-9223372036854775808
apa05-4ag,12,3
apa15-0qw,-9223372036854775808,-9223372036854775808
apa12-0w6,12,3
apa01-0af,-9223372036854775808,-9223372036854775808
apa01-2qw,-9223372036854775808,-9223372036854775808
apa09-0w1,-9223372036854775808,-9223372036854775808
apa05-3bb,-9223372036854775808,-9223372036854775808
apa08-0mo,-9223372036854775808,-9223372036854775808
apa02-kqw,-9223372036854775808,-9223372036854775808
apa14-1mt,-9223372036854775808,-9223372036854775808
apa03-2qs,-9223372036854775808,-9223372036854775808
apa02-4zb,-9223372036854775808,-9223372036854775808
apa01-0q0,-9223372036854775808,-9223372036854775808
apa03-3be,-9223372036854775808,-9223372036854775808
apa15-1ez,66,3
apa01-0wq,-9223372036854775808,-9223372036854775808
apa03-kjc,-9223372036854775808,-9223372036854775808
apa12-2at,-9223372036854775808,-9223372036854775808
apa08-0w3,-9223372036854775808,-9223372036854775808
apa16-1qw,-9223372036854775808,-9223372036854775808
apa08-1yu,-9223372036854775808,-9223372036854775808
apa09-1wo,16,3
apa06-0bh,-9223372036854775808,-9223372036854775808
apa06-2bd,-9223372036854775808,-9223372036854775808
apa02-1aw,-9223372036854775808,-9223372036854775808
apa18-2mf,-9223372036854775808,-9223372036854775808
apa18-3mf,-9223372036854775808,-9223372036854775808
apa01-3wq,-9223372036854775808,-9223372036854775808
apa08-0w1,-9223372036854775808,-9223372036854775808
apa03-0b3,-9223372036854775808,-9223372036854775808
apa03-0qt,41,3
apa02-3u4,15,3
apa02-3bc,-9223372036854775808,-9223372036854775808
apa02-2mn,-9223372036854775808,-9223372036854775808
apa07-0bf,-9223372036854775808,-9223372036854775808
apa28-kbb,5,3
apa04-2be,-9223372036854775808,-9223372036854775808
apa16-0w6,18,3
apa05-2af,-9223372036854775808,-9223372036854775808
apa16-1wo,5,3
apa05-kqw,-9223372036854775808,-9223372036854775808
apa03-2jc,-9223372036854775808,-9223372036854775808
apa02-kw2,-9223372036854775808,-9223372036854775808
apa08-3bd,23,4
apa09-kbb,18,4
apa05-1uc,-9223372036854775808,-9223372036854775808
apa02-6ad,-9223372036854775808,-9223372036854775808
apa06-6zb,-9223372036854775808,-9223372036854775808
apa05-kql,-9223372036854775808,-9223372036854775808
apa10-1bd,-9223372036854775808,-9223372036854775808
apa14-2mf,-9223372036854775808,-9223372036854775808
apa01-1u4,8,3
apa05-0ql,-9223372036854775808,-9223372036854775808
apa01-kbm,-9223372036854775808,-9223372036854775808
apa08-4ag,-9223372036854775808,-9223372036854775808
apa08-3at,-9223372036854775808,-9223372036854775808
apa02-1w7,-9223372036854775808,-9223372036854775808
apa01-1p9,-9223372036854775808,-9223372036854775808
apa03-zbf,-9223372036854775808,-9223372036854775808
apa01-0w5,-9223372036854775808,-9223372036854775808
apa08-6ad,-9223372036854775808,-9223372036854775808
apa02-2wq,-9223372036854775808,-9223372036854775808
apa01-4fd,-9223372036854775808,-9223372036854775808
apa02-0yq,-9223372036854775808,-9223372036854775808
apa04-1w1,-9223372036854775808,-9223372036854775808
apa09-0ql,-9223372036854775808,-9223372036854775808
apa09-4mf,-9223372036854775808,-9223372036854775808
apa01-1af,-9223372036854775808,-9223372036854775808
apa03-2aq,-9223372036854775808,-9223372036854775808
apa04-3u4,7,3
apa02-1mq,6,3
apa02-5xa,-9223372036854775808,-9223372036854775808
apa04-1mp,-9223372036854775808,-9223372036854775808
apa05-3mq,5,3
apa01-0mo,-9223372036854775808,-9223372036854775808
apa05-1w3,-9223372036854775808,-9223372036854775808
apa01-1w7,-9223372036854775808,-9223372036854775808
apa07-2w1,-9223372036854775808,-9223372036854775808
apa08-2w0,-9223372036854775808,-9223372036854775808
apa23-2bb,-9223372036854775808,-9223372036854775808
apa03-1mp,-9223372036854775808,-9223372036854775808
apa04-1zm,-9223372036854775808,-9223372036854775808
apa18-2mt,-9223372036854775808,-9223372036854775808
apa01-1qt,-9223372036854775808,-9223372036854775808
apa13-0q2,-9223372036854775808,-9223372036854775808
apa05-3w6,-9223372036854775808,-9223372036854775808
apa02-3fd,-9223372036854775808,-9223372036854775808
apa13-2at,-9223372036854775808,-9223372036854775808
apa09-1w1,-9223372036854775808,-9223372036854775808
apa04-2wq,8,3
apa07-2b4,-9223372036854775808,-9223372036854775808
apa05-0pg,-9223372036854775808,-9223372036854775808
apa18-1ez,43,3
apa08-kbb,8,3
apa02-2xc,-9223372036854775808,-9223372036854775808
apa19-1mt,-9223372036854775808,-9223372036854775808
apa02-0ju,-9223372036854775808,-9223372036854775808
apa02-kw3,-9223372036854775808,-9223372036854775808
apa25-3at,-9223372036854775808,-9223372036854775808
apa06-3w1,53,3
apa01-1zm,-9223372036854775808,-9223372036854775808
apa07-0bn,-9223372036854775808,-9223372036854775808
apa02-0wq,-9223372036854775808,-9223372036854775808
apa16-0ez,22,3
apa04-0a8,6,3
apa05-5ad,-9223372036854775808,-9223372036854775808
apa02-0uf,-9223372036854775808,-9223372036854775808
apa11-0yo,-9223372036854775808,-9223372036854775808
apa02-zbf,-9223372036854775808,-9223372036854775808
apa17-0m1,13,3
apa04-3bm,-9223372036854775808,-9223372036854775808
apa06-1ue,-9223372036854775808,-9223372036854775808
apa01-kws,-9223372036854775808,-9223372036854775808
apa02-0pz,-9223372036854775808,-9223372036854775808
apa08-1bd,-9223372036854775808,-9223372036854775808
apa04-1ua,-9223372036854775808,-9223372036854775808
apa02-2at,-9223372036854775808,-9223372036854775808
apa06-1aq,-9223372036854775808,-9223372036854775808
apa04-2mn,-9223372036854775808,-9223372036854775808
apa22-1m1,-9223372036854775808,-9223372036854775808
apa07-1w5,-9223372036854775808,-9223372036854775808
apa12-0zm,-9223372036854775808,-9223372036854775808
apa17-3m1,-9223372036854775808,-9223372036854775808
apa10-2b4,-9223372036854775808,-9223372036854775808
apa04-2b1,-9223372036854775808,-9223372036854775808
apa05-0ed,14,3
apa10-0bd,-9223372036854775808,-9223372036854775808
apa04-4w0,-9223372036854775808,-9223372036854775808
apa05-2ad,-9223372036854775808,-9223372036854775808
apa06-1mb,-9223372036854775808,-9223372036854775808
apa01-kql,-9223372036854775808,-9223372036854775808
apa05-3mf,-9223372036854775808,-9223372036854775808
apa16-2bd,20,3
apa03-0av,-9223372036854775808,-9223372036854775808
apa01-kpz,-9223372036854775808,-9223372036854775808
apa03-0qy,-9223372036854775808,-9223372036854775808
apa02-0ad,23,3
apa12-0w4,12,3
apa03-0u4,38,3
apa02-0p2,-9223372036854775808,-9223372036854775808
apa03-1uc,-9223372036854775808,-9223372036854775808
apa01-0bh,-9223372036854775808,-9223372036854775808
apa14-1wo,10,3
apa01-2qm,-9223372036854775808,-9223372036854775808
apa04-0mq,6,3
apa01-kbw,-9223372036854775808,-9223372036854775808
apa16-0bb,-9223372036854775808,-9223372036854775808
apa01-2qs,-9223372036854775808,-9223372036854775808
apa14-2at,-9223372036854775808,-9223372036854775808
apa08-0w0,-9223372036854775808,-9223372036854775808
apa08-3mf,-9223372036854775808,-9223372036854775808
apa03-zb1,-9223372036854775808,-9223372036854775808
apa07-3mf,-9223372036854775808,-9223372036854775808
apa02-1jf,-9223372036854775808,-9223372036854775808
apa01-2qd,-9223372036854775808,-9223372036854775808
apa04-0uc,-9223372036854775808,-9223372036854775808
apa03-0qg,-9223372036854775808,-9223372036854775808
apa37-0ez,17,3
apa18-1qw,-9223372036854775808,-9223372036854775808
apa07-1wo,10,3
apa03-2wq,8,3
apa07-3bc,-9223372036854775808,-9223372036854775808
apa13-3mf,-9223372036854775808,-9223372036854775808
apa01-0wy,-9223372036854775808,-9223372036854775808
apa13-0yo,-9223372036854775808,-9223372036854775808
apa02-3mq,13,3
apa12-0m1,24,3
apa08-0qi,-9223372036854775808,-9223372036854775808
apa05-2ac,-9223372036854775808,-9223372036854775808
apa02-1w1,-9223372036854775808,-9223372036854775808
apa03-0yq,-9223372036854775808,-9223372036854775808
apa02-2w7,-9223372036854775808,-9223372036854775808
apa02-zb1,-9223372036854775808,-9223372036854775808
apa01-1ao,7,3
apa04-3w5,-9223372036854775808,-9223372036854775808
apa02-0zm,-9223372036854775808,-9223372036854775808
apa02-0af,-9223372036854775808,-9223372036854775808
apa03-0pg,-9223372036854775808,-9223372036854775808
apa07-2at,-9223372036854775808,-9223372036854775808
apa01-0ue,-9223372036854775808,-9223372036854775808
apa01-1b4,-9223372036854775808,-9223372036854775808
apa01-3mq,7,3
apa05-2w5,-9223372036854775808,-9223372036854775808
apa19-1zb,25,3
apa03-3bm,-9223372036854775808,-9223372036854775808
apa01-4wq,-9223372036854775808,-9223372036854775808
apa06-3bc,-9223372036854775808,-9223372036854775808
apa08-0yo,-9223372036854775808,-9223372036854775808
apa10-0yo,-9223372036854775808,-9223372036854775808
apa06-0aj,-9223372036854775808,-9223372036854775808
apa02-kms,-9223372036854775808,-9223372036854775808
apa02-2qu,19,3
apa11-2mq,12,3
apa01-4ad,-9223372036854775808,-9223372036854775808
apa03-1bg,-9223372036854775808,-9223372036854775808
apa06-1b1,-9223372036854775808,-9223372036854775808
apa03-1jq,-9223372036854775808,-9223372036854775808
apa05-0mo,-9223372036854775808,-9223372036854775808
apa04-kw1,3,3
apa01-1j7,12,3
apa12-2zb,-9223372036854775808,-9223372036854775808
apa01-1ah,-9223372036854775808,-9223372036854775808
apa02-5ag,-9223372036854775808,-9223372036854775808
apa02-4wq,-9223372036854775808,-9223372036854775808
apa20-1b1,-9223372036854775808,-9223372036854775808
apa07-0w4,-9223372036854775808,-9223372036854775808
apa05-0qw,-9223372036854775808,-9223372036854775808
apa16-1mt,-9223372036854775808,-9223372036854775808
apa07-1m1,-9223372036854775808,-9223372036854775808
apa05-0zm,-9223372036854775808,-9223372036854775808
apa08-1bb,-9223372036854775808,-9223372036854775808
apa04-0yq,-9223372036854775808,-9223372036854775808
apa10-0zm,-9223372036854775808,-9223372036854775808
apa03-0ws,14,3
apa01-0p4,-9223372036854775808,-9223372036854775808
apa01-1w1,-9223372036854775808,-9223372036854775808
apa03-1ac,18,3
apa02-0b8,-9223372036854775808,-9223372036854775808
apa01-0b1,-9223372036854775808,-9223372036854775808
apa11-kbb,5,4
apa13-0uh,129,3
